0x72f	0x73d	-32
0x4d6d0x46b7V0x4e4e	0x47020x4d6dS0x4e4e	36
0x4d6d0x464cV0x4e4e	0x48e50x4d6dS0x4e4e	36
0x4d6d0x464cV0x4e4e	0x486c0x4d6dS0x4e4e	36
0x4d6d0x464cV0x4e4e	0x47f30x4d6dS0x4e4e	36
0x4d6d0x464cV0x4e4e	0x477a0x4d6dS0x4e4e	36
0x4d6d0x464cV0x4e4e	0x46970x4d6dS0x4e4e	36
0x4d6d0x4586V0x4e4e	0x45d10x4d6dS0x4e4e	36
0x4d6d0x44b7V0x4e4e	0x45020x4d6dS0x4e4e	36
0x55a80x55cfV0x4a1f0x4d6dV0x4e4e	0x55c20x55a8S0x4a1f0x4d6dS0x4e4e	-68
0x55a80x55cfV0x4a1f0x4d6dV0x4e4e	0x55c90x55a8S0x4a1f0x4d6dS0x4e4e	-64
0x55a80x55cfV0x4a1f0x4d6dV0x4e4e	0x55d00x55a8S0x4a1f0x4d6dS0x4e4e	-32
0x55a80x55cfV0x4a1f0x4d6dV0x4e4e	0x55f60x55a8S0x4a1f0x4d6dS0x4e4e	0
0x55a80x55cfV0x77880x4d6dV0x4e4e	0x55c20x55a8S0x77880x4d6dS0x4e4e	-68
0x55a80x55cfV0x77880x4d6dV0x4e4e	0x55c90x55a8S0x77880x4d6dS0x4e4e	-64
0x55a80x55cfV0x77880x4d6dV0x4e4e	0x55d00x55a8S0x77880x4d6dS0x4e4e	-32
0x55a80x55cfV0x77880x4d6dV0x4e4e	0x55f60x55a8S0x77880x4d6dS0x4e4e	0
